sigma_theta,sigma_c,sigma_t,stress_ratio,brittleness_index,Wet,depth,rockburst_grade,rock_quality_index,seismic_energy,fracture_volume,total_seismic_energy,seismic_pulses
,,,,,4.486330798479087,710.0,0.0,,,,18040.0,317.0
,,,,,4.486330798479087,710.0,0.0,,,,8100.0,300.0
,,,,,4.486330798479087,710.0,0.0,,,,8690.0,262.0
,,,,,4.486330798479087,710.0,0.0,,,,7120.0,227.0
,,,,,4.486330798479087,710.0,0.0,,,,8380.0,234.0
,,,,,4.486330798479087,710.0,0.0,,,,5280.0,232.0
,,,,,4.486330798479087,710.0,0.0,,,,6260.0,268.0
,,,,,4.486330798479087,710.0,0.0,,,,6170.0,187.0
,,,,,4.486330798479087,710.0,0.0,,,,5510.0,157.0
,,,,,4.486330798479087,710.0,0.0,,,,5780.0,163.0
,,,,,4.486330798479087,710.0,0.0,,,,6390.0,138.0
,,,,,4.486330798479087,710.0,0.0,,,,7340.0,213.0
,,,,,4.486330798479087,710.0,0.0,,,,17730.0,134.0
,,,,,4.486330798479087,710.0,0.0,,,,650.0,80.0
,,,,,4.486330798479087,710.0,0.0,,,,1400.0,58.0
,,,,,4.486330798479087,710.0,0.0,,,,2390.0,50.0
,,,,,4.486330798479087,710.0,0.0,,,,5760.0,65.0
,,,,,4.486330798479087,710.0,0.0,,,,1910.0,87.0
,,,,,4.486330798479087,710.0,0.0,,,,6220.0,76.0
,,,,,4.486330798479087,710.0,0.0,,,,2770.0,45.0
,,,,,4.486330798479087,710.0,0.0,,,,2940.0,65.0
,,,,,4.486330798479087,710.0,0.0,,,,2960.0,91.0
,,,,,4.486330798479087,710.0,0.0,,,,3990.0,231.0
,,,,,4.486330798479087,710.0,0.0,,,,2840.0,115.0
,,,,,4.486330798479087,710.0,0.0,,,,5900.0,63.0
,,,,,4.486330798479087,710.0,0.0,,,,6980.0,37.0
,,,,,4.486330798479087,710.0,0.0,,,,3540.0,186.0
,,,,,4.486330798479087,710.0,0.0,,,,10360.0,131.0
,,,,,4.486330798479087,710.0,0.0,,,,8820.0,243.0
,,,,,4.486330798479087,710.0,0.0,,,,2880.0,92.0
,,,,,4.486330798479087,710.0,0.0,,,,15470.0,286.0
,,,,,4.486330798479087,710.0,0.0,,,,15120.0,166.0
,,,,,4.486330798479087,710.0,0.0,,,,14140.0,200.0
,,,,,4.486330798479087,710.0,0.0,,,,8180.0,136.0
,,,,,4.486330798479087,710.0,0.0,,,,16360.0,149.0
,,,,,4.486330798479087,710.0,0.0,,,,8450.0,121.0
,,,,,4.486330798479087,710.0,0.0,,,,7090.0,124.0
,,,,,4.486330798479087,710.0,0.0,,,,15160.0,180.0
,,,,,4.486330798479087,710.0,0.0,,,,22140.0,190.0
,,,,,4.486330798479087,710.0,0.0,,,,17710.0,191.0
,,,,,4.486330798479087,710.0,0.0,,,,16430.0,213.0
,,,,,4.486330798479087,710.0,0.0,,,,38820.0,647.0
,,,,,4.486330798479087,710.0,0.0,,,,27540.0,291.0
,,,,,4.486330798479087,710.0,0.0,,,,21280.0,217.0
,,,,,4.486330798479087,710.0,0.0,,,,11570.0,166.0
,,,,,4.486330798479087,710.0,0.0,,,,12350.0,296.0
,,,,,4.486330798479087,710.0,0.0,,,,18850.0,215.0
,,,,,4.486330798479087,710.0,0.0,,,,14000.0,160.0
,,,,,4.486330798479087,710.0,0.0,,,,12470.0,124.0
,,,,,4.486330798479087,710.0,0.0,,,,7100.0,227.0
,,,,,4.486330798479087,710.0,0.0,,,,6020.0,129.0
,,,,,4.486330798479087,710.0,0.0,,,,17800.0,436.0
,,,,,4.486330798479087,710.0,0.0,,,,20500.0,717.0
,,,,,4.486330798479087,710.0,0.0,,,,23210.0,264.0
,,,,,4.486330798479087,710.0,0.0,,,,14070.0,504.0
,,,,,4.486330798479087,710.0,0.0,,,,24100.0,197.0
,,,,,4.486330798479087,710.0,0.0,,,,15380.0,418.0
,,,,,4.486330798479087,710.0,0.0,,,,33560.0,590.0
,,,,,4.486330798479087,710.0,0.0,,,,38560.0,741.0
,,,,,4.486330798479087,710.0,0.0,,,,11440.0,505.0
,,,,,4.486330798479087,710.0,0.0,,,,11720.0,178.0
,,,,,4.486330798479087,710.0,0.0,,,,12740.0,203.0
,,,,,4.486330798479087,710.0,0.0,,,,19820.0,527.0
,,,,,4.486330798479087,710.0,0.0,,,,12400.0,402.0
,,,,,4.486330798479087,710.0,0.0,,,,22900.0,332.0
,,,,,4.486330798479087,710.0,0.0,,,,11320.0,472.0
,,,,,4.486330798479087,710.0,0.0,,,,14770.0,241.0
,,,,,4.486330798479087,710.0,0.0,,,,18170.0,408.0
,,,,,4.486330798479087,710.0,0.0,,,,19300.0,509.0
,,,,,4.486330798479087,710.0,0.0,,,,16640.0,407.0
,,,,,4.486330798479087,710.0,0.0,,,,12370.0,346.0
,,,,,4.486330798479087,710.0,0.0,,,,20720.0,284.0
,,,,,4.486330798479087,710.0,0.0,,,,12430.0,187.0
,,,,,4.486330798479087,710.0,0.0,,,,6360.0,274.0
,,,,,4.486330798479087,710.0,0.0,,,,7600.0,246.0
,,,,,4.486330798479087,710.0,0.0,,,,8690.0,251.0
,,,,,4.486330798479087,710.0,0.0,,,,10980.0,327.0
,,,,,4.486330798479087,710.0,0.0,,,,16110.0,402.0
,,,,,4.486330798479087,710.0,0.0,,,,38880.0,689.0
,,,,,4.486330798479087,710.0,0.0,,,,36230.0,822.0
,,,,,4.486330798479087,710.0,0.0,,,,23800.0,540.0
,,,,,4.486330798479087,710.0,0.0,,,,17590.0,500.0
,,,,,4.486330798479087,710.0,0.0,,,,19810.0,209.0
,,,,,4.486330798479087,710.0,0.0,,,,12800.0,213.0
,,,,,4.486330798479087,710.0,0.0,,,,26350.0,569.0
,,,,,4.486330798479087,710.0,0.0,,,,25850.0,595.0
,,,,,4.486330798479087,710.0,0.0,,,,24840.0,609.0
,,,,,4.486330798479087,710.0,0.0,,,,19340.0,218.0
,,,,,4.486330798479087,710.0,0.0,,,,29060.0,660.0
,,,,,4.486330798479087,710.0,0.0,,,,39970.0,831.0
,,,,,4.486330798479087,710.0,0.0,,,,28920.0,659.0
,,,,,4.486330798479087,710.0,0.0,,,,21860.0,283.0
,,,,,4.486330798479087,710.0,0.0,,,,15180.0,196.0
,,,,,4.486330798479087,710.0,0.0,,,,10150.0,326.0
,,,,,4.486330798479087,710.0,0.0,,,,8260.0,343.0
,,,,,4.486330798479087,710.0,0.0,,,,27670.0,305.0
,,,,,4.486330798479087,710.0,0.0,,,,32730.0,1209.0
,,,,,4.486330798479087,710.0,0.0,,,,11090.0,639.0
,,,,,4.486330798479087,710.0,0.0,,,,15740.0,278.0
,,,,,4.486330798479087,710.0,0.0,,,,10730.0,233.0
,,,,,4.486330798479087,710.0,0.0,,,,26740.0,583.0
,,,,,4.486330798479087,710.0,0.0,,,,26960.0,514.0
,,,,,4.486330798479087,710.0,0.0,,,,16540.0,213.0
,,,,,4.486330798479087,710.0,0.0,,,,13550.0,358.0
,,,,,4.486330798479087,710.0,0.0,,,,23820.0,525.0
,,,,,4.486330798479087,710.0,0.0,,,,21000.0,483.0
,,,,,4.486330798479087,710.0,0.0,,,,31340.0,726.0
,,,,,4.486330798479087,710.0,0.0,,,,22830.0,608.0
,,,,,4.486330798479087,710.0,0.0,,,,25080.0,244.0
,,,,,4.486330798479087,710.0,0.0,,,,12980.0,436.0
,,,,,4.486330798479087,710.0,0.0,,,,10270.0,306.0
,,,,,4.486330798479087,710.0,0.0,,,,20910.0,546.0
,,,,,4.486330798479087,710.0,0.0,,,,9410.0,383.0
,,,,,4.486330798479087,710.0,0.0,,,,41740.0,966.0
,,,,,4.486330798479087,710.0,0.0,,,,22710.0,481.0
,,,,,4.486330798479087,710.0,0.0,,,,15710.0,308.0
,,,,,4.486330798479087,710.0,0.0,,,,15030.0,484.0
,,,,,4.486330798479087,710.0,0.0,,,,26860.0,458.0
,,,,,4.486330798479087,710.0,0.0,,,,11630.0,481.0
,,,,,4.486330798479087,710.0,0.0,,,,24690.0,565.0
,,,,,4.486330798479087,710.0,0.0,,,,14570.0,326.0
,,,,,4.486330798479087,710.0,0.0,,,,10210.0,394.0
,,,,,4.486330798479087,710.0,0.0,,,,8070.0,404.0
,,,,,4.486330798479087,710.0,0.0,,,,15930.0,171.0
,,,,,4.486330798479087,710.0,0.0,,,,33620.0,762.0
,,,,,4.486330798479087,710.0,0.0,,,,32960.0,982.0
,,,,,4.486330798479087,710.0,0.0,,,,22640.0,691.0
,,,,,4.486330798479087,710.0,3.0,,,,31800.0,769.0
,,,,,4.486330798479087,710.0,0.0,,,,16940.0,455.0
,,,,,4.486330798479087,710.0,0.0,,,,13880.0,507.0
,,,,,4.486330798479087,710.0,0.0,,,,18340.0,534.0
,,,,,4.486330798479087,710.0,0.0,,,,19420.0,591.0
,,,,,4.486330798479087,710.0,0.0,,,,21300.0,710.0
,,,,,4.486330798479087,710.0,0.0,,,,23490.0,748.0
,,,,,4.486330798479087,710.0,0.0,,,,17970.0,518.0
,,,,,4.486330798479087,710.0,0.0,,,,17310.0,485.0
,,,,,4.486330798479087,710.0,0.0,,,,17730.0,568.0
,,,,,4.486330798479087,710.0,0.0,,,,25180.0,592.0
,,,,,4.486330798479087,710.0,0.0,,,,32240.0,702.0
,,,,,4.486330798479087,710.0,0.0,,,,21770.0,292.0
,,,,,4.486330798479087,710.0,3.0,,,,19680.0,288.0
,,,,,4.486330798479087,710.0,0.0,,,,22320.0,337.0
,,,,,4.486330798479087,710.0,0.0,,,,15060.0,618.0
,,,,,4.486330798479087,710.0,0.0,,,,23020.0,669.0
,,,,,4.486330798479087,710.0,0.0,,,,18850.0,587.0
,,,,,4.486330798479087,710.0,0.0,,,,9090.0,511.0
,,,,,4.486330798479087,710.0,0.0,,,,10690.0,367.0
,,,,,4.486330798479087,710.0,0.0,,,,11040.0,316.0
,,,,,4.486330798479087,710.0,0.0,,,,19430.0,453.0
,,,,,4.486330798479087,710.0,0.0,,,,21300.0,257.0
,,,,,4.486330798479087,710.0,0.0,,,,13200.0,199.0
,,,,,4.486330798479087,710.0,0.0,,,,13770.0,254.0
,,,,,4.486330798479087,710.0,0.0,,,,33400.0,749.0
,,,,,4.486330798479087,710.0,0.0,,,,46080.0,942.0
,,,,,4.486330798479087,710.0,0.0,,,,27940.0,334.0
,,,,,4.486330798479087,710.0,0.0,,,,17600.0,543.0
,,,,,4.486330798479087,710.0,0.0,,,,17050.0,476.0
,,,,,4.486330798479087,710.0,0.0,,,,10220.0,434.0
,,,,,4.486330798479087,710.0,0.0,,,,14830.0,492.0
,,,,,4.486330798479087,710.0,0.0,,,,23560.0,546.0
,,,,,4.486330798479087,710.0,0.0,,,,34110.0,408.0
,,,,,4.486330798479087,710.0,0.0,,,,26120.0,341.0
,,,,,4.486330798479087,710.0,0.0,,,,11160.0,543.0
,,,,,4.486330798479087,710.0,0.0,,,,11830.0,201.0
,,,,,4.486330798479087,710.0,0.0,,,,12150.0,361.0
,,,,,4.486330798479087,710.0,0.0,,,,12180.0,351.0
,,,,,4.486330798479087,710.0,0.0,,,,14980.0,267.0
,,,,,4.486330798479087,710.0,0.0,,,,44150.0,951.0
,,,,,4.486330798479087,710.0,0.0,,,,32670.0,476.0
,,,,,4.486330798479087,710.0,0.0,,,,17470.0,643.0
,,,,,4.486330798479087,710.0,0.0,,,,12840.0,471.0
,,,,,4.486330798479087,710.0,0.0,,,,12260.0,413.0
,,,,,4.486330798479087,710.0,0.0,,,,6010.0,329.0
,,,,,4.486330798479087,710.0,0.0,,,,9450.0,349.0
,,,,,4.486330798479087,710.0,0.0,,,,10890.0,283.0
,,,,,4.486330798479087,710.0,0.0,,,,7780.0,291.0
,,,,,4.486330798479087,710.0,0.0,,,,9430.0,123.0
,,,,,4.486330798479087,710.0,0.0,,,,9220.0,277.0
,,,,,4.486330798479087,710.0,0.0,,,,5590.0,261.0
,,,,,4.486330798479087,710.0,0.0,,,,5030.0,125.0
,,,,,4.486330798479087,710.0,0.0,,,,7330.0,102.0
,,,,,4.486330798479087,710.0,0.0,,,,5480.0,223.0
,,,,,4.486330798479087,710.0,0.0,,,,10970.0,342.0
,,,,,4.486330798479087,710.0,0.0,,,,3320.0,98.0
,,,,,4.486330798479087,710.0,0.0,,,,2910.0,80.0
,,,,,4.486330798479087,710.0,0.0,,,,8510.0,104.0
,,,,,4.486330798479087,710.0,0.0,,,,7410.0,133.0
,,,,,4.486330798479087,710.0,0.0,,,,6470.0,98.0
,,,,,4.486330798479087,710.0,0.0,,,,5840.0,102.0
,,,,,4.486330798479087,710.0,0.0,,,,6980.0,85.0
,,,,,4.486330798479087,710.0,0.0,,,,4810.0,142.0
,,,,,4.486330798479087,710.0,0.0,,,,8540.0,82.0
,,,,,4.486330798479087,710.0,0.0,,,,3580.0,84.0
,,,,,4.486330798479087,710.0,0.0,,,,6450.0,163.0
,,,,,4.486330798479087,710.0,0.0,,,,2000.0,130.0
,,,,,4.486330798479087,710.0,0.0,,,,4120.0,67.0
,,,,,4.486330798479087,710.0,0.0,,,,3560.0,83.0
,,,,,4.486330798479087,710.0,0.0,,,,6340.0,102.0
,,,,,4.486330798479087,710.0,0.0,,,,7680.0,253.0
,,,,,4.486330798479087,710.0,0.0,,,,7920.0,178.0
,,,,,4.486330798479087,710.0,0.0,,,,8720.0,175.0
,,,,,4.486330798479087,710.0,0.0,,,,10920.0,136.0
,,,,,4.486330798479087,710.0,0.0,,,,9870.0,363.0
,,,,,4.486330798479087,710.0,0.0,,,,6690.0,163.0
,,,,,4.486330798479087,710.0,0.0,,,,5820.0,308.0
,,,,,4.486330798479087,710.0,0.0,,,,12520.0,321.0
,,,,,4.486330798479087,710.0,0.0,,,,8820.0,280.0
,,,,,4.486330798479087,710.0,0.0,,,,10540.0,321.0
,,,,,4.486330798479087,710.0,0.0,,,,16010.0,446.0
,,,,,4.486330798479087,710.0,0.0,,,,17610.0,228.0
,,,,,4.486330798479087,710.0,0.0,,,,13930.0,423.0
,,,,,4.486330798479087,710.0,0.0,,,,15290.0,436.0
,,,,,4.486330798479087,710.0,0.0,,,,14190.0,384.0
,,,,,4.486330798479087,710.0,0.0,,,,11730.0,336.0
,,,,,4.486330798479087,710.0,0.0,,,,9670.0,277.0
,,,,,4.486330798479087,710.0,0.0,,,,14180.0,348.0
,,,,,4.486330798479087,710.0,0.0,,,,48240.0,565.0
,,,,,4.486330798479087,710.0,0.0,,,,5680.0,210.0
,,,,,4.486330798479087,710.0,0.0,,,,9590.0,222.0
,,,,,4.486330798479087,710.0,0.0,,,,5930.0,120.0
,,,,,4.486330798479087,710.0,0.0,,,,4170.0,224.0
,,,,,4.486330798479087,710.0,0.0,,,,30740.0,318.0
,,,,,4.486330798479087,710.0,0.0,,,,29990.0,354.0
,,,,,4.486330798479087,710.0,0.0,,,,16330.0,449.0
,,,,,4.486330798479087,710.0,0.0,,,,17000.0,336.0
,,,,,4.486330798479087,710.0,0.0,,,,9840.0,421.0
,,,,,4.486330798479087,710.0,0.0,,,,17050.0,404.0
,,,,,4.486330798479087,710.0,0.0,,,,26220.0,707.0
,,,,,4.486330798479087,710.0,0.0,,,,26800.0,657.0
,,,,,4.486330798479087,710.0,0.0,,,,31690.0,656.0
,,,,,4.486330798479087,710.0,0.0,,,,30110.0,868.0
,,,,,4.486330798479087,710.0,0.0,,,,13710.0,613.0
,,,,,4.486330798479087,710.0,0.0,,,,15300.0,242.0
,,,,,4.486330798479087,710.0,0.0,,,,15300.0,293.0
,,,,,4.486330798479087,710.0,0.0,,,,10100.0,295.0
,,,,,4.486330798479087,710.0,0.0,,,,10670.0,223.0
,,,,,4.486330798479087,710.0,0.0,,,,9920.0,221.0
,,,,,4.486330798479087,710.0,0.0,,,,5280.0,294.0
,,,,,4.486330798479087,710.0,0.0,,,,11800.0,185.0
,,,,,4.486330798479087,710.0,0.0,,,,22200.0,685.0
,,,,,4.486330798479087,710.0,0.0,,,,19560.0,659.0
,,,,,4.486330798479087,710.0,3.0,,,,17670.0,538.0
,,,,,4.486330798479087,710.0,0.0,,,,16290.0,463.0
,,,,,4.486330798479087,710.0,0.0,,,,10160.0,437.0
,,,,,4.486330798479087,710.0,0.0,,,,10050.0,342.0
,,,,,4.486330798479087,710.0,0.0,,,,8210.0,351.0
,,,,,4.486330798479087,710.0,0.0,,,,8880.0,309.0
,,,,,4.486330798479087,710.0,0.0,,,,29730.0,472.0
,,,,,4.486330798479087,710.0,0.0,,,,13540.0,437.0
,,,,,4.486330798479087,710.0,3.0,,,,20860.0,470.0
,,,,,4.486330798479087,710.0,0.0,,,,13960.0,293.0
,,,,,4.486330798479087,710.0,0.0,,,,24880.0,527.0
,,,,,4.486330798479087,710.0,0.0,,,,33640.0,699.0
,,,,,4.486330798479087,710.0,0.0,,,,29790.0,695.0
,,,,,4.486330798479087,710.0,3.0,,,,29500.0,794.0
,,,,,4.486330798479087,710.0,0.0,,,,26780.0,1003.0
,,,,,4.486330798479087,710.0,0.0,,,,19370.0,715.0
,,,,,4.486330798479087,710.0,0.0,,,,22910.0,629.0
,,,,,4.486330798479087,710.0,0.0,,,,16240.0,673.0
,,,,,4.486330798479087,710.0,0.0,,,,27960.0,740.0
,,,,,4.486330798479087,710.0,0.0,,,,39760.0,783.0
,,,,,4.486330798479087,710.0,0.0,,,,22460.0,732.0
,,,,,4.486330798479087,710.0,0.0,,,,11320.0,514.0
,,,,,4.486330798479087,710.0,0.0,,,,16320.0,454.0
,,,,,4.486330798479087,710.0,0.0,,,,23490.0,595.0
,,,,,4.486330798479087,710.0,0.0,,,,13260.0,563.0
,,,,,4.486330798479087,710.0,0.0,,,,14300.0,431.0
,,,,,4.486330798479087,710.0,0.0,,,,12160.0,364.0
,,,,,4.486330798479087,710.0,0.0,,,,12030.0,308.0
,,,,,4.486330798479087,710.0,0.0,,,,17050.0,367.0
,,,,,4.486330798479087,710.0,0.0,,,,62880.0,826.0
,,,,,4.486330798479087,710.0,0.0,,,,45070.0,1016.0
,,,,,4.486330798479087,710.0,0.0,,,,27960.0,804.0
,,,,,4.486330798479087,710.0,0.0,,,,25930.0,631.0
,,,,,4.486330798479087,710.0,0.0,,,,41230.0,487.0
,,,,,4.486330798479087,710.0,0.0,,,,33430.0,518.0
,,,,,4.486330798479087,710.0,3.0,,,,42220.0,515.0
,,,,,4.486330798479087,710.0,0.0,,,,37590.0,1115.0
,,,,,4.486330798479087,710.0,0.0,,,,22450.0,568.0
,,,,,4.486330798479087,710.0,0.0,,,,23790.0,589.0
,,,,,4.486330798479087,710.0,0.0,,,,43780.0,529.0
,,,,,4.486330798479087,710.0,0.0,,,,44010.0,961.0
,,,,,4.486330798479087,710.0,0.0,,,,32500.0,873.0
,,,,,4.486330798479087,710.0,0.0,,,,54860.0,989.0
,,,,,4.486330798479087,710.0,0.0,,,,60140.0,800.0
,,,,,4.486330798479087,710.0,0.0,,,,45520.0,1214.0
,,,,,4.486330798479087,710.0,0.0,,,,72090.0,1139.0
,,,,,4.486330798479087,710.0,0.0,,,,61310.0,931.0
,,,,,4.486330798479087,710.0,0.0,,,,65800.0,1634.0
,,,,,4.486330798479087,710.0,0.0,,,,40130.0,1324.0
,,,,,4.486330798479087,710.0,0.0,,,,30840.0,1022.0
,,,,,4.486330798479087,710.0,0.0,,,,22820.0,833.0
,,,,,4.486330798479087,710.0,0.0,,,,23750.0,442.0
,,,,,4.486330798479087,710.0,0.0,,,,23260.0,746.0
,,,,,4.486330798479087,710.0,0.0,,,,50860.0,982.0
,,,,,4.486330798479087,710.0,0.0,,,,75890.0,1742.0
,,,,,4.486330798479087,710.0,0.0,,,,48130.0,1330.0
,,,,,4.486330798479087,710.0,0.0,,,,24490.0,1079.0
,,,,,4.486330798479087,710.0,0.0,,,,32180.0,934.0
,,,,,4.486330798479087,710.0,0.0,,,,40560.0,1130.0
,,,,,4.486330798479087,710.0,0.0,,,,50130.0,1613.0
,,,,,4.486330798479087,710.0,0.0,,,,58100.0,1267.0
,,,,,4.486330798479087,710.0,0.0,,,,30610.0,1260.0
,,,,,4.486330798479087,710.0,3.0,,,,61620.0,1211.0
,,,,,4.486330798479087,710.0,0.0,,,,90960.0,2039.0
,,,,,4.486330798479087,710.0,0.0,,,,91210.0,2362.0
,,,,,4.486330798479087,710.0,0.0,,,,66780.0,2022.0
,,,,,4.486330798479087,710.0,3.0,,,,46640.0,1439.0
,,,,,4.486330798479087,710.0,0.0,,,,53730.0,1444.0
,,,,,4.486330798479087,710.0,0.0,,,,56690.0,800.0
,,,,,4.486330798479087,710.0,0.0,,,,45680.0,1276.0
,,,,,4.486330798479087,710.0,0.0,,,,63390.0,1039.0
,,,,,4.486330798479087,710.0,0.0,,,,42350.0,1625.0
,,,,,4.486330798479087,710.0,0.0,,,,32410.0,1205.0
,,,,,4.486330798479087,710.0,0.0,,,,21540.0,862.0
,,,,,4.486330798479087,710.0,0.0,,,,24510.0,845.0
,,,,,4.486330798479087,710.0,0.0,,,,47370.0,1333.0
,,,,,4.486330798479087,710.0,0.0,,,,30730.0,890.0
,,,,,4.486330798479087,710.0,0.0,,,,22550.0,859.0
,,,,,4.486330798479087,710.0,0.0,,,,19790.0,825.0
,,,,,4.486330798479087,710.0,0.0,,,,17960.0,780.0
,,,,,4.486330798479087,710.0,0.0,,,,20160.0,688.0
,,,,,4.486330798479087,710.0,0.0,,,,9730.0,488.0
,,,,,4.486330798479087,710.0,3.0,,,,21060.0,588.0
,,,,,4.486330798479087,710.0,0.0,,,,74960.0,1471.0
,,,,,4.486330798479087,710.0,0.0,,,,45650.0,664.0
,,,,,4.486330798479087,710.0,0.0,,,,31160.0,1133.0
,,,,,4.486330798479087,710.0,0.0,,,,31240.0,836.0
,,,,,4.486330798479087,710.0,0.0,,,,28930.0,948.0
,,,,,4.486330798479087,710.0,0.0,,,,25390.0,861.0
,,,,,4.486330798479087,710.0,0.0,,,,16500.0,321.0
,,,,,4.486330798479087,710.0,0.0,,,,18180.0,609.0
,,,,,4.486330798479087,710.0,0.0,,,,23600.0,704.0
,,,,,4.486330798479087,710.0,0.0,,,,21430.0,776.0
,,,,,4.486330798479087,710.0,0.0,,,,69390.0,1107.0
,,,,,4.486330798479087,710.0,0.0,,,,48330.0,1389.0
,,,,,4.486330798479087,710.0,0.0,,,,63800.0,2116.0
,,,,,4.486330798479087,710.0,0.0,,,,29720.0,482.0
,,,,,4.486330798479087,710.0,0.0,,,,19500.0,678.0
,,,,,4.486330798479087,710.0,0.0,,,,21780.0,944.0
,,,,,4.486330798479087,710.0,0.0,,,,17390.0,720.0
,,,,,4.486330798479087,710.0,0.0,,,,17670.0,255.0
,,,,,4.486330798479087,710.0,0.0,,,,16460.0,586.0
,,,,,4.486330798479087,710.0,0.0,,,,11240.0,554.0
,,,,,4.486330798479087,710.0,0.0,,,,12300.0,424.0
,,,,,4.486330798479087,710.0,0.0,,,,10900.0,176.0
,,,,,4.486330798479087,710.0,0.0,,,,11230.0,383.0
,,,,,4.486330798479087,710.0,0.0,,,,9870.0,360.0
,,,,,4.486330798479087,710.0,0.0,,,,9450.0,325.0
,,,,,4.486330798479087,710.0,0.0,,,,6330.0,327.0
,,,,,4.486330798479087,710.0,0.0,,,,14040.0,408.0
,,,,,4.486330798479087,710.0,0.0,,,,12290.0,471.0
,,,,,4.486330798479087,710.0,0.0,,,,8190.0,325.0
,,,,,4.486330798479087,710.0,0.0,,,,8390.0,33.0
,,,,,4.486330798479087,710.0,0.0,,,,5890.0,301.0
,,,,,4.486330798479087,710.0,0.0,,,,4030.0,262.0
,,,,,4.486330798479087,710.0,0.0,,,,7920.0,248.0
,,,,,4.486330798479087,710.0,0.0,,,,6010.0,215.0
,,,,,4.486330798479087,710.0,0.0,,,,8780.0,178.0
,,,,,4.486330798479087,710.0,0.0,,,,9150.0,257.0
,,,,,4.486330798479087,710.0,0.0,,,,7240.0,295.0
,,,,,4.486330798479087,710.0,0.0,,,,6260.0,98.0
,,,,,4.486330798479087,710.0,0.0,,,,7460.0,240.0
,,,,,4.486330798479087,710.0,0.0,,,,8460.0,252.0
,,,,,4.486330798479087,710.0,0.0,,,,27630.0,733.0
,,,,,4.486330798479087,710.0,0.0,,,,24160.0,362.0
,,,,,4.486330798479087,710.0,3.0,,,,25200.0,318.0
,,,,,4.486330798479087,710.0,0.0,,,,94190.0,2191.0
,,,,,4.486330798479087,710.0,0.0,,,,93020.0,2422.0
,,,,,4.486330798479087,710.0,0.0,,,,46520.0,1587.0
,,,,,4.486330798479087,710.0,0.0,,,,38530.0,1232.0
,,,,,4.486330798479087,710.0,0.0,,,,27900.0,1158.0
,,,,,4.486330798479087,710.0,0.0,,,,59250.0,1452.0
,,,,,4.486330798479087,710.0,0.0,,,,108280.0,2157.0
,,,,,4.486330798479087,710.0,0.0,,,,59410.0,1552.0
,,,,,4.486330798479087,710.0,0.0,,,,22840.0,842.0
,,,,,4.486330798479087,710.0,0.0,,,,21200.0,794.0
,,,,,4.486330798479087,710.0,0.0,,,,38330.0,1042.0
,,,,,4.486330798479087,710.0,0.0,,,,90650.0,2005.0
,,,,,4.486330798479087,710.0,0.0,,,,49660.0,747.0
,,,,,4.486330798479087,710.0,0.0,,,,27810.0,499.0
,,,,,4.486330798479087,710.0,0.0,,,,16470.0,668.0
,,,,,4.486330798479087,710.0,0.0,,,,35300.0,816.0
,,,,,4.486330798479087,710.0,0.0,,,,66320.0,1644.0
,,,,,4.486330798479087,710.0,0.0,,,,26460.0,554.0
,,,,,4.486330798479087,710.0,0.0,,,,16680.0,586.0
,,,,,4.486330798479087,710.0,0.0,,,,20140.0,248.0
,,,,,4.486330798479087,710.0,0.0,,,,14890.0,540.0
,,,,,4.486330798479087,710.0,0.0,,,,29520.0,779.0
,,,,,4.486330798479087,710.0,3.0,,,,55200.0,1259.0
,,,,,4.486330798479087,710.0,0.0,,,,43900.0,853.0
,,,,,4.486330798479087,710.0,0.0,,,,28150.0,1047.0
,,,,,4.486330798479087,710.0,0.0,,,,18540.0,896.0
,,,,,4.486330798479087,710.0,0.0,,,,16470.0,661.0
,,,,,4.486330798479087,710.0,0.0,,,,16440.0,644.0
,,,,,4.486330798479087,710.0,0.0,,,,10110.0,531.0
,,,,,4.486330798479087,710.0,0.0,,,,13330.0,443.0
,,,,,4.486330798479087,710.0,0.0,,,,9910.0,431.0
,,,,,4.486330798479087,710.0,0.0,,,,21920.0,763.0
,,,,,4.486330798479087,710.0,0.0,,,,10680.0,506.0
,,,,,4.486330798479087,710.0,0.0,,,,15210.0,527.0
,,,,,4.486330798479087,710.0,0.0,,,,38060.0,486.0
,,,,,4.486330798479087,710.0,0.0,,,,20620.0,808.0
,,,,,4.486330798479087,710.0,0.0,,,,17500.0,647.0
,,,,,4.486330798479087,710.0,0.0,,,,35290.0,754.0
,,,,,4.486330798479087,710.0,0.0,,,,55570.0,560.0
,,,,,4.486330798479087,710.0,0.0,,,,29710.0,473.0
,,,,,4.486330798479087,710.0,0.0,,,,46880.0,523.0
,,,,,4.486330798479087,710.0,0.0,,,,77870.0,271.0
,,,,,4.486330798479087,710.0,0.0,,,,82030.0,349.0
,,,,,4.486330798479087,710.0,0.0,,,,21320.0,402.0
,,,,,4.486330798479087,710.0,0.0,,,,17300.0,656.0
,,,,,4.486330798479087,710.0,0.0,,,,19760.0,328.0
,,,,,4.486330798479087,710.0,0.0,,,,47670.0,507.0
,,,,,4.486330798479087,710.0,0.0,,,,40280.0,840.0
,,,,,4.486330798479087,710.0,0.0,,,,19290.0,859.0
,,,,,4.486330798479087,710.0,0.0,,,,59210.0,705.0
,,,,,4.486330798479087,710.0,0.0,,,,31590.0,377.0
,,,,,4.486330798479087,710.0,0.0,,,,24650.0,332.0
,,,,,4.486330798479087,710.0,0.0,,,,19370.0,351.0
